loan_id,customer_id,loan_date,amount,interest_rate,term_months,status
L018884,C014145,2020-08-29,147613.5,14.93,12,defaulted
L018885,C006254,2021-09-04,294195.36,14.07,48,paid
L018886,C020658,2020-04-16,425643.48,7.32,48,active
L018887,C001625,2021-07-26,143464.3,7.2,60,active
L018888,C010079,2021-02-03,483251.61,6.45,36,active
L018889,C044775,2022-01-06,485002.88,10.64,36,active
L018890,C033675,2022-12-09,25743.96,13.53,36,active
L018891,C041014,2021-04-08,5440.35,10.77,12,active
L018892,C004847,2023-02-03,119453.45,13.62,36,paid
L018893,C005033,2022-02-27,321685.0,7.67,60,active
L018894,C001078,2023-02-23,92126.72,14.91,60,defaulted
L018895,C018332,2020-04-07,299169.64,9.9,60,active
L018896,C038069,2022-03-21,424913.52,3.02,36,active
L018897,C039331,2020-11-19,233631.4,14.23,48,active
L018898,C046532,2021-05-15,457586.21,3.2,24,defaulted
L018899,C034385,2022-06-04,12031.1,7.7,48,active
L018900,C008929,2021-01-17,319901.32,14.06,36,active
L018901,C024597,2021-02-01,90305.68,6.13,36,active
L018902,C035737,2022-02-28,62128.79,6.59,60,active
L018903,C024308,2020-12-03,260333.02,6.16,36,active
L018904,C040196,2020-12-23,459931.01,10.44,12,paid
L018905,C043313,2021-11-11,496305.31,8.82,36,paid
L018906,C042621,2022-03-19,57272.03,8.26,12,defaulted
L018907,C035974,2021-04-01,321772.19,13.55,60,defaulted
L018908,C049938,2021-09-26,209763.39,5.04,36,defaulted
L018909,C001996,2023-03-21,321069.67,10.01,12,active
L018910,C037563,2022-09-06,256370.29,14.83,60,active
L018911,C048823,2022-01-28,190462.34,4.19,12,active
L018912,C030241,2022-03-02,238872.88,7.11,24,paid
L018913,C035304,2021-06-06,339952.03,7.65,24,active
L018914,C006253,2020-02-05,55393.61,9.25,12,active
L018915,C040393,2022-12-21,284992.35,4.71,48,active
L018916,C011804,2021-06-09,436675.86,13.64,36,active
L018917,C047132,2021-05-19,85918.21,9.1,12,active
L018918,C020905,2020-01-21,438664.66,7.85,60,active
L018919,C014524,2020-07-18,224787.13,8.8,24,active
L018920,C024459,2020-12-07,64317.2,4.52,12,active
L018921,C004619,2020-05-29,150842.65,5.85,12,defaulted
L018922,C036720,2020-10-20,178561.66,8.3,48,defaulted
L018923,C040966,2020-08-18,38279.03,4.43,36,defaulted
L018924,C044756,2023-02-07,373545.05,10.39,12,active
L018925,C033368,2020-09-30,22225.66,3.2,12,paid
L018926,C034563,2021-04-01,413631.9,11.45,12,active
L018927,C020954,2022-11-15,379925.74,14.82,36,active
L018928,C007912,2021-10-16,260291.64,11.38,48,active
L018929,C015692,2022-09-06,414199.89,7.99,12,active
L018930,C009419,2021-10-15,201148.65,5.05,24,active
L018931,C047446,2022-10-07,355870.7,3.38,12,active
L018932,C036219,2020-09-04,389769.29,14.91,60,active
L018933,C038839,2021-04-01,201050.57,7.01,12,active
L018934,C003432,2022-08-27,158756.27,4.55,48,active
L018935,C036721,2020-01-14,428898.29,14.99,48,active
L018936,C015069,2021-06-14,293117.89,14.29,12,active
L018937,C020762,2023-01-27,290581.48,9.35,12,active
L018938,C048441,2022-09-29,334788.5,3.71,36,active
L018939,C001017,2022-09-19,8327.97,11.79,36,active
L018940,C003880,2022-12-07,402417.33,14.08,24,defaulted
L018941,C007507,2020-11-13,334117.03,8.56,36,paid
L018942,C000247,2022-03-12,106955.7,6.67,48,paid
L018943,C002785,2021-01-21,474651.02,4.82,12,active
L018944,C044352,2020-04-28,278012.13,10.72,24,active
L018945,C032268,2021-05-01,245713.94,7.4,12,defaulted
L018946,C023064,2021-09-23,125790.6,11.0,12,defaulted
L018947,C014314,2022-04-22,135548.55,4.72,36,active
L018948,C048295,2022-03-31,255700.09,10.08,12,active
L018949,C005775,2020-05-31,299980.21,11.8,36,active
L018950,C028555,2020-02-05,150830.74,7.96,48,active
L018951,C034433,2021-05-02,175969.66,8.41,24,defaulted
L018952,C044265,2023-03-26,388489.81,11.11,24,active
L018953,C002025,2022-12-30,202339.23,9.04,60,active
L018954,C036619,2020-02-01,263200.96,3.15,60,defaulted
L018955,C009725,2021-11-19,399789.19,4.59,24,active
L018956,C022958,2021-03-27,285187.8,4.32,24,defaulted
L018957,C049792,2020-07-21,397483.68,9.57,12,paid
L018958,C040314,2020-11-01,78410.78,12.25,60,paid
L018959,C035335,2022-01-20,228184.45,14.03,60,active
L018960,C039625,2020-10-21,467908.11,12.43,12,defaulted
L018961,C035288,2022-11-06,197289.97,6.19,48,defaulted
L018962,C023864,2020-11-12,466483.92,14.33,12,paid
L018963,C044904,2020-11-30,458937.65,3.97,60,active
L018964,C035485,2022-11-02,463977.84,6.05,48,paid
L018965,C038766,2020-07-17,262416.26,8.19,36,active
L018966,C007278,2020-12-27,356565.71,14.23,36,active
L018967,C015270,2020-02-04,483630.31,9.97,60,defaulted
L018968,C040695,2023-04-05,450915.06,4.19,48,active
L018969,C025447,2020-12-22,333098.35,12.35,36,active
L018970,C004807,2021-11-28,391559.76,13.32,60,defaulted
L018971,C024683,2023-02-21,71630.9,8.2,60,paid
L018972,C046537,2022-01-02,487910.01,5.84,24,active
L018973,C044416,2023-03-19,105461.41,11.11,36,active
L018974,C036574,2021-10-17,269414.21,3.37,24,paid
L018975,C026709,2021-01-19,424762.84,14.05,36,defaulted
L018976,C003962,2022-11-08,470856.96,5.77,24,defaulted
L018977,C005706,2021-03-21,415910.96,12.39,48,active
L018978,C005120,2022-04-18,14854.46,6.47,12,active
L018979,C037703,2021-07-08,376697.02,9.72,12,active
L018980,C039288,2021-04-21,155531.77,4.71,12,active
L018981,C006295,2020-04-03,341262.48,13.83,48,active
L018982,C005728,2022-09-27,44057.44,3.93,60,active
L018983,C010772,2022-12-30,63519.45,5.6,60,active
L018984,C049402,2020-02-26,414421.09,13.44,48,paid
L018985,C010519,2020-11-18,153078.41,13.44,60,active
L018986,C038718,2020-04-17,321448.91,5.2,48,active
L018987,C045902,2020-12-19,138953.68,9.25,24,active
L018988,C040358,2021-10-18,493957.37,14.93,60,active
L018989,C039594,2021-02-12,259903.2,14.42,48,active
L018990,C010293,2020-04-10,484166.31,6.52,36,active
L018991,C044186,2023-02-10,428254.55,4.78,36,active
L018992,C007731,2020-08-11,242435.29,6.49,36,paid
L018993,C016295,2020-07-07,450024.76,13.44,24,active
L018994,C022564,2022-10-31,265152.83,3.55,36,paid
L018995,C048405,2021-02-21,370934.59,4.21,24,active
L018996,C021644,2022-09-22,182381.16,10.24,36,paid
L018997,C038960,2020-06-27,294086.71,5.97,48,active
L018998,C035037,2021-06-12,478662.11,4.53,48,active
L018999,C043104,2021-02-01,71486.63,12.24,48,active
L019000,C042941,2021-10-12,295490.68,7.06,60,active
L019001,C019471,2021-02-21,327314.77,7.4,36,active
L019002,C019801,2022-09-30,86910.99,5.82,48,active
L019003,C018961,2021-11-29,321512.11,5.66,12,active
L019004,C002089,2021-12-01,22510.15,8.84,24,paid
L019005,C016698,2021-02-08,436912.83,14.35,36,paid
L019006,C029381,2020-06-14,149462.31,8.0,12,active
L019007,C003569,2023-02-08,308308.86,11.25,48,active
L019008,C021302,2021-02-12,155883.21,9.45,36,active
L019009,C034380,2021-12-25,37145.36,4.87,48,active
L019010,C040574,2022-01-17,419581.34,13.96,24,active
L019011,C042229,2021-02-25,199515.6,13.52,48,defaulted
L019012,C003882,2021-01-20,385197.58,14.14,36,defaulted
L019013,C010365,2023-03-08,300048.58,13.35,24,active
L019014,C022714,2021-07-29,384675.43,13.46,12,defaulted
L019015,C016961,2022-02-09,369342.23,6.0,24,paid
L019016,C043738,2020-02-05,233249.05,3.34,12,active
L019017,C049486,2022-11-28,25121.11,8.98,12,active
L019018,C037800,2022-02-07,333334.81,4.65,36,active
L019019,C000744,2020-12-01,263313.4,13.33,36,active
L019020,C028494,2020-11-14,248610.77,12.08,12,active
L019021,C030818,2021-01-25,43295.07,12.89,36,paid
L019022,C011770,2021-09-07,485992.11,6.89,24,active
L019023,C040427,2022-06-05,364147.24,6.43,36,defaulted
L019024,C021136,2022-06-06,111101.35,8.35,48,defaulted
L019025,C027745,2020-01-21,382829.65,9.33,36,active
L019026,C041892,2021-09-09,1587.49,3.13,48,paid
L019027,C000438,2021-09-25,95041.38,12.34,12,active
L019028,C045754,2021-06-10,55475.95,11.84,12,defaulted
L019029,C023977,2023-03-04,18264.28,8.68,36,active
L019030,C006103,2022-11-05,121510.88,5.87,24,active
L019031,C041254,2022-11-02,387833.78,5.37,24,active
L019032,C029271,2020-01-16,265268.04,12.19,48,active
L019033,C000705,2022-04-10,108116.1,6.88,12,active
L019034,C021244,2020-12-24,295510.46,3.29,24,active
L019035,C022320,2022-09-07,14679.96,9.75,36,active
L019036,C015592,2021-04-18,286429.37,9.37,60,defaulted
L019037,C024699,2020-01-06,213974.73,3.11,48,defaulted
L019038,C010551,2020-08-09,155709.11,5.83,48,defaulted
L019039,C018707,2023-03-16,494060.25,6.72,36,active
L019040,C015413,2022-12-11,60982.9,4.61,60,active
L019041,C007529,2021-03-02,462287.99,3.71,60,paid
L019042,C003088,2020-01-03,156474.69,7.29,48,paid
L019043,C042124,2022-02-08,126601.52,10.02,36,active
L019044,C009021,2022-03-12,426207.27,14.65,12,defaulted
L019045,C033799,2020-04-28,302568.62,7.93,24,active
L019046,C011391,2020-07-24,203755.32,6.34,12,active
L019047,C017525,2022-03-05,44687.55,9.13,36,active
L019048,C016558,2021-08-16,342520.08,8.99,60,paid
L019049,C012871,2021-06-10,148319.21,4.48,60,active
L019050,C010096,2020-02-28,144063.89,10.67,48,active
L019051,C029720,2020-02-09,25972.45,11.05,36,active
L019052,C031182,2020-10-20,404353.67,5.78,48,active
L019053,C042774,2023-02-28,386481.15,3.64,12,paid
L019054,C015906,2021-10-20,260441.97,11.02,48,defaulted
L019055,C046903,2021-02-10,131841.92,11.13,36,active
L019056,C003497,2022-11-02,301237.99,5.28,12,active
L019057,C001474,2021-10-16,428959.96,7.69,60,active
L019058,C010214,2020-09-20,479541.32,14.24,36,active
L019059,C032061,2021-12-26,127723.88,11.41,48,active
L019060,C004374,2020-08-03,480806.25,11.47,24,active
L019061,C046338,2021-09-18,353462.45,10.24,12,defaulted
L019062,C048790,2020-01-05,285668.98,8.82,24,active
L019063,C029019,2022-10-09,247659.52,6.42,48,paid
L019064,C022532,2020-10-04,480801.57,10.0,12,active
L019065,C019604,2021-02-23,430581.16,14.96,12,active
L019066,C021982,2020-01-21,35507.97,7.34,36,active
L019067,C008791,2022-10-07,443154.66,8.97,12,active
L019068,C002575,2021-11-05,215502.46,10.16,12,defaulted
L019069,C014224,2021-05-23,148150.08,5.6,36,active
L019070,C002076,2020-02-07,174260.52,7.34,36,active
L019071,C045779,2022-07-28,228042.84,12.27,24,active
L019072,C007976,2022-04-23,457459.5,9.52,48,active
L019073,C008948,2022-01-12,399549.8,9.12,24,active
L019074,C032407,2021-12-25,23075.31,11.48,60,defaulted
L019075,C017116,2020-07-26,297872.13,13.93,36,active
L019076,C012131,2022-08-12,184583.77,5.22,12,active
L019077,C015722,2023-02-25,308757.48,4.47,48,defaulted
L019078,C044526,2022-07-03,6135.19,12.42,12,active
L019079,C038336,2022-11-28,288295.31,14.3,60,defaulted
L019080,C047245,2020-05-23,326747.76,13.22,12,active
L019081,C035325,2021-04-28,226709.0,3.66,60,paid
L019082,C021035,2022-08-02,22173.77,10.18,48,active
L019083,C044967,2022-02-10,143285.07,6.18,12,active
L019084,C044852,2020-02-05,367396.25,3.46,24,paid
L019085,C006526,2022-11-06,421442.88,14.2,36,active
L019086,C043111,2020-12-31,103486.09,9.35,36,defaulted
L019087,C010091,2022-02-09,444640.25,6.56,48,paid
L019088,C038484,2021-11-03,334696.32,4.39,60,active
L019089,C029031,2020-07-20,256808.14,10.84,12,defaulted
L019090,C048066,2022-02-13,107860.47,8.67,60,defaulted
L019091,C017351,2022-05-13,69136.63,14.7,48,active
L019092,C023743,2021-08-03,318168.05,14.43,36,paid
L019093,C005557,2022-03-07,107963.67,4.94,60,active
L019094,C019194,2020-06-15,489765.11,14.4,48,paid
L019095,C047994,2021-11-15,59025.23,3.31,24,active
L019096,C009516,2021-10-20,358299.69,14.81,36,paid
L019097,C014408,2021-08-02,322833.91,3.23,60,paid
L019098,C019033,2020-07-03,163915.55,11.91,24,defaulted
L019099,C027264,2022-01-08,289067.88,4.03,48,active
L019100,C013852,2022-10-15,87285.9,14.51,24,active
L019101,C041347,2020-01-07,324863.37,8.56,12,active
L019102,C046448,2020-09-21,335299.41,3.03,24,defaulted
L019103,C002584,2023-04-01,145529.57,10.6,48,paid
L019104,C031289,2022-11-06,477410.65,5.11,12,defaulted
L019105,C019695,2022-06-14,104785.61,10.76,60,defaulted
L019106,C029582,2020-07-28,469447.85,3.43,48,active
L019107,C004471,2020-08-10,105480.09,9.19,24,paid
L019108,C024680,2021-11-08,388141.3,5.79,12,active
L019109,C006875,2020-09-11,435491.46,11.94,12,defaulted
L019110,C017650,2021-12-12,165648.47,8.04,24,paid
L019111,C020863,2020-05-03,295049.98,14.37,12,active
L019112,C041050,2022-08-07,362919.66,3.87,60,active
L019113,C041918,2022-05-28,353294.52,13.03,36,paid
L019114,C048600,2020-09-26,382399.65,9.57,12,active
L019115,C046703,2021-09-27,280338.16,13.9,12,paid
L019116,C029236,2022-07-24,18883.99,14.06,12,active
L019117,C039934,2021-04-04,362316.43,8.49,48,active
L019118,C006530,2022-11-28,466776.13,5.8,36,paid
L019119,C006459,2022-05-20,486780.66,12.58,48,paid
L019120,C024756,2020-09-15,219945.36,13.62,24,active
L019121,C027395,2023-02-17,237463.21,14.92,24,active
L019122,C031945,2020-01-24,341402.58,7.02,36,defaulted
L019123,C018795,2020-08-04,52318.56,3.35,48,active
L019124,C013534,2023-02-16,177670.5,3.48,36,paid
L019125,C011426,2022-02-14,307048.67,14.99,24,active
L019126,C001652,2023-01-08,27341.18,7.62,48,active
L019127,C001162,2020-07-13,213776.1,7.96,60,active
L019128,C015981,2021-03-13,188330.87,5.0,12,paid
L019129,C043544,2023-03-02,263832.98,12.71,36,paid
L019130,C030613,2022-12-25,55416.07,8.49,36,paid
L019131,C023741,2022-10-23,319101.61,3.67,24,active
L019132,C030266,2021-10-16,105749.32,10.04,24,paid
L019133,C037556,2020-07-10,329375.91,9.37,12,active
L019134,C027886,2020-10-01,316939.51,7.98,36,active
L019135,C020176,2023-03-23,199907.81,12.84,12,active
L019136,C029470,2020-10-11,426292.12,7.23,24,active
L019137,C010764,2022-10-19,102054.39,5.63,60,defaulted
L019138,C013662,2021-07-15,315572.72,3.26,48,active
L019139,C002353,2022-08-13,226108.25,4.56,48,active
L019140,C032378,2023-01-16,206345.82,7.97,48,defaulted
L019141,C028064,2022-08-02,11967.78,7.75,12,defaulted
L019142,C040197,2022-12-24,127136.15,6.03,48,active
L019143,C000802,2020-11-18,39648.33,6.56,60,paid
L019144,C040064,2022-02-10,490943.61,3.04,24,active
L019145,C046342,2021-03-26,1435.53,12.99,24,active
L019146,C045129,2021-07-27,13895.68,3.9,36,active
L019147,C037742,2020-07-22,427804.7,11.51,24,paid
L019148,C036461,2020-04-04,284130.72,12.17,60,active
L019149,C044728,2022-01-22,191589.78,7.18,24,active
L019150,C014206,2022-09-28,498762.81,12.93,12,active
L019151,C040914,2020-11-25,331387.04,7.84,12,paid
L019152,C048404,2021-02-18,23952.05,9.4,60,defaulted
L019153,C033377,2020-10-07,101684.05,9.02,36,paid
L019154,C023280,2021-03-14,37981.9,5.79,12,active
L019155,C032694,2022-08-04,284680.15,12.07,24,active
L019156,C000106,2023-02-23,53876.62,13.6,48,active
L019157,C011884,2022-05-10,122776.57,14.23,24,paid
L019158,C049706,2021-07-28,270918.73,14.66,48,paid
L019159,C018966,2020-06-13,375593.96,5.54,60,defaulted
L019160,C009689,2023-04-15,457916.71,3.47,36,active
L019161,C016508,2020-09-14,275539.75,6.7,60,defaulted
L019162,C034517,2020-11-10,220546.87,5.51,60,active
L019163,C043648,2022-05-25,14990.25,3.93,48,defaulted
L019164,C038375,2020-01-12,361057.06,12.4,48,active
L019165,C043530,2022-11-26,414730.71,12.91,60,defaulted
L019166,C032439,2020-05-19,331114.09,10.36,60,defaulted
L019167,C029617,2022-04-29,131398.49,11.95,48,active
L019168,C005293,2021-01-28,308665.2,7.42,60,paid
L019169,C042938,2020-02-14,266406.96,3.12,48,active
L019170,C025014,2022-05-29,243876.46,7.55,12,active
L019171,C036292,2020-03-14,211192.39,11.85,24,defaulted
L019172,C036695,2020-07-28,380760.17,12.05,36,active
L019173,C030472,2020-02-18,352778.6,4.89,12,paid
L019174,C004207,2023-02-10,425463.32,3.03,60,paid
L019175,C036708,2020-07-23,67510.02,3.96,36,defaulted
L019176,C030122,2022-08-13,335510.64,3.51,24,paid
L019177,C048055,2023-04-07,483498.34,5.01,60,active
L019178,C035420,2021-08-27,321247.37,13.15,24,active
L019179,C030858,2020-05-07,27915.6,6.75,24,active
L019180,C031648,2021-04-02,117927.48,13.94,12,active
L019181,C000860,2022-10-18,122880.97,13.93,36,active
L019182,C042090,2022-08-25,418095.47,7.5,24,defaulted
L019183,C047107,2022-04-08,50941.25,3.43,48,active
L019184,C032308,2022-07-16,220558.31,10.54,60,paid
L019185,C034258,2022-06-09,472110.29,10.64,36,defaulted
L019186,C029477,2021-08-28,372833.81,5.71,24,paid
L019187,C004533,2020-10-31,173548.28,5.16,24,active
L019188,C018756,2022-10-13,331657.08,14.79,24,paid
L019189,C032010,2020-01-26,221574.48,12.35,48,defaulted
L019190,C015670,2021-06-25,176046.35,8.87,24,active
L019191,C026017,2020-02-14,56660.86,7.64,60,defaulted
L019192,C023758,2020-10-21,36560.98,13.46,60,defaulted
L019193,C041006,2021-03-03,3442.9,7.04,60,active
L019194,C043606,2022-11-08,158425.08,12.24,60,active
L019195,C005083,2022-10-11,414980.87,5.19,12,defaulted
L019196,C001175,2021-02-17,447370.5,12.49,12,active
L019197,C008719,2020-08-07,331620.03,9.06,36,active
L019198,C020821,2023-01-22,295376.76,10.81,12,paid
L019199,C013766,2022-03-17,319617.92,12.84,36,active
L019200,C012951,2020-10-20,263324.71,4.6,36,paid
L019201,C016321,2022-03-06,434274.02,11.22,36,paid
L019202,C040434,2023-01-01,30255.99,7.06,60,active
L019203,C000237,2021-07-24,408361.47,11.8,12,active
L019204,C035370,2023-02-15,387887.24,6.74,24,active
L019205,C006366,2021-03-12,272903.26,10.22,60,active
L019206,C007294,2023-02-08,178851.39,9.0,36,active
L019207,C003097,2021-09-28,481575.19,9.37,36,active
L019208,C046502,2020-07-15,498218.21,11.36,36,paid
L019209,C033475,2022-04-03,151774.36,3.33,12,defaulted
L019210,C022605,2021-02-20,144021.48,14.97,12,active
L019211,C000404,2023-01-12,196897.06,6.12,12,active
L019212,C000438,2021-05-22,180495.81,11.52,48,paid
L019213,C006348,2020-04-10,346540.32,5.56,36,defaulted
L019214,C043824,2022-03-12,229806.89,8.08,12,active
L019215,C000453,2021-09-22,226818.77,9.05,12,defaulted
L019216,C033315,2021-06-28,56334.16,14.52,12,active
L019217,C025770,2021-01-13,333931.73,9.7,24,defaulted
L019218,C040716,2021-02-28,64709.65,10.86,48,active
L019219,C003716,2020-06-07,9379.73,5.3,48,active
L019220,C019263,2022-08-03,284811.81,4.96,24,defaulted
L019221,C026095,2021-07-06,61830.44,10.6,24,active
L019222,C045848,2022-03-26,53650.95,11.99,12,active
L019223,C020095,2021-10-22,419130.8,10.32,36,active
L019224,C002227,2022-05-13,20854.5,6.01,24,active
L019225,C048312,2021-01-07,142865.08,9.58,12,active
L019226,C033502,2023-03-19,58339.58,7.68,36,defaulted
L019227,C047186,2022-06-24,68224.32,14.0,36,defaulted
L019228,C047195,2021-05-02,28545.77,9.94,60,paid
L019229,C044098,2020-04-28,38814.04,5.13,60,active
L019230,C048326,2020-02-04,465943.08,3.02,60,paid
L019231,C045361,2021-06-02,62010.69,7.76,12,active
L019232,C046192,2020-04-05,148680.64,3.53,48,paid
L019233,C012156,2020-02-17,273445.64,5.81,48,active
L019234,C034196,2020-11-05,437098.61,8.98,36,active
L019235,C049022,2020-05-31,32844.37,13.91,60,active
L019236,C043545,2022-08-06,327494.34,14.16,60,active
L019237,C034859,2021-08-31,94556.14,9.77,12,active
L019238,C022474,2021-02-25,64369.15,4.96,48,defaulted
L019239,C006351,2020-01-31,264764.77,3.03,12,active
L019240,C045978,2021-07-09,151481.21,5.75,60,defaulted
L019241,C013280,2021-04-23,282379.33,12.35,60,active
L019242,C042155,2021-01-08,40806.93,8.46,48,active
L019243,C004177,2020-05-24,75804.34,6.46,48,defaulted
L019244,C021324,2023-03-17,44467.13,12.25,48,active
L019245,C004398,2022-06-17,31642.17,11.06,36,paid
L019246,C044907,2022-05-06,253251.16,12.86,24,active
L019247,C019732,2020-07-15,460588.4,7.86,36,active
L019248,C016078,2021-04-08,309073.15,9.6,12,active
L019249,C047756,2020-12-21,33277.23,7.94,12,active
L019250,C030562,2022-05-22,351521.51,8.45,48,paid
L019251,C034621,2022-06-07,426245.84,14.69,60,paid
L019252,C020586,2022-10-12,300895.67,9.74,48,paid
L019253,C047181,2020-04-24,418692.92,3.84,48,active
L019254,C019311,2022-09-06,204542.91,10.07,24,defaulted
L019255,C000059,2020-02-24,45752.46,14.91,12,active
L019256,C017874,2020-11-20,313899.27,8.46,60,active
L019257,C028806,2021-08-03,387705.78,6.38,24,defaulted
L019258,C048559,2022-06-03,337683.7,3.18,48,active
L019259,C009616,2020-12-07,74471.24,11.45,24,active
L019260,C040613,2020-04-08,2237.16,11.62,60,active
L019261,C030024,2023-02-25,86494.05,14.87,24,active
L019262,C033360,2021-08-13,84255.66,8.58,60,paid
L019263,C032449,2020-04-18,285923.05,14.44,24,active
