individual_id,household_id,age,gender,education,employment,income
I00173079,H0014456,92,M,Some College,Self-Employed,370288
I00173080,H0045179,50,M,Less than HS,Employed,390844
I00173081,H0056315,81,M,Less than HS,Unemployed,81354
I00173082,H0031652,59,F,Doctorate,Student,294256
I00173083,H0004812,77,F,HS Diploma,Unemployed,49753
I00173084,H0027006,65,F,Masters,Retired,73836
I00173085,H0059410,48,M,Masters,Student,159305
I00173086,H0024052,78,M,HS Diploma,Self-Employed,85020
I00173087,H0096340,73,F,Some College,Unemployed,78382
I00173088,H0025076,61,M,HS Diploma,Unemployed,259149
I00173089,H0079568,69,F,Less than HS,Unemployed,342266
I00173090,H0036889,43,F,Doctorate,Self-Employed,482168
I00173091,H0082489,65,M,Less than HS,Employed,320564
I00173092,H0017307,67,M,Less than HS,Unemployed,248215
I00173093,H0021369,0,F,Masters,Unemployed,231652
I00173094,H0069706,22,F,Doctorate,Retired,426782
I00173095,H0040180,89,M,Some College,Student,349262
I00173096,H0092361,90,F,HS Diploma,Self-Employed,378130
I00173097,H0055214,36,M,HS Diploma,Self-Employed,349900
I00173098,H0007244,81,M,Less than HS,Student,266668
I00173099,H0052091,99,M,Bachelors,Retired,322247
I00173100,H0035620,40,F,Bachelors,Unemployed,308530
I00173101,H0037958,25,M,Some College,Self-Employed,97388
I00173102,H0020995,49,M,Less than HS,Unemployed,365935
I00173103,H0062734,67,F,Some College,Student,87534
I00173104,H0013241,28,M,Some College,Unemployed,249900
I00173105,H0028269,42,M,Bachelors,Self-Employed,331570
I00173106,H0026821,14,F,Some College,Unemployed,204730
I00173107,H0017335,24,M,Some College,Unemployed,127559
I00173108,H0053091,76,F,Doctorate,Self-Employed,434638
I00173109,H0041798,49,M,Doctorate,Student,373574
I00173110,H0087673,23,F,Doctorate,Self-Employed,48362
I00173111,H0065943,75,M,Less than HS,Employed,246662
I00173112,H0053334,68,F,Masters,Unemployed,322702
I00173113,H0044260,75,M,Bachelors,Self-Employed,435190
I00173114,H0008222,28,F,Less than HS,Unemployed,4369
I00173115,H0044949,43,F,Some College,Unemployed,370439
I00173116,H0097228,21,M,HS Diploma,Self-Employed,9902
I00173117,H0099246,49,F,Masters,Student,203700
I00173118,H0081250,53,F,Bachelors,Retired,372385
I00173119,H0011741,21,F,Masters,Self-Employed,441581
I00173120,H0061843,40,F,Masters,Retired,41814
I00173121,H0023252,17,M,Masters,Retired,275460
I00173122,H0084564,67,F,Some College,Student,292485
I00173123,H0066787,46,M,Less than HS,Student,66131
I00173124,H0023321,99,M,HS Diploma,Retired,173708
I00173125,H0024906,77,F,Doctorate,Retired,19084
I00173126,H0050965,60,F,Doctorate,Retired,483279
I00173127,H0071698,88,M,HS Diploma,Employed,498419
I00173128,H0056721,41,F,HS Diploma,Retired,192208
I00173129,H0037012,13,M,Bachelors,Retired,162033
I00173130,H0009216,42,F,Some College,Employed,425656
I00173131,H0007204,83,M,Some College,Student,282994
I00173132,H0077071,39,M,Bachelors,Student,227741
I00173133,H0029762,96,M,Bachelors,Self-Employed,317830
I00173134,H0064243,73,F,Doctorate,Retired,47277
I00173135,H0046175,87,F,Bachelors,Unemployed,226412
I00173136,H0011354,100,M,Less than HS,Retired,371443
I00173137,H0062123,28,M,Doctorate,Self-Employed,247766
I00173138,H0039139,66,M,Masters,Self-Employed,111598
I00173139,H0088050,43,F,HS Diploma,Unemployed,291838
I00173140,H0048135,60,F,Some College,Self-Employed,273588
I00173141,H0029955,29,M,Less than HS,Student,257157
I00173142,H0062236,80,F,Doctorate,Unemployed,42289
I00173143,H0084828,78,M,Bachelors,Student,102981
I00173144,H0015411,1,M,Some College,Unemployed,124951
I00173145,H0071887,79,F,Less than HS,Student,489844
I00173146,H0091936,99,M,Doctorate,Retired,448637
I00173147,H0015020,39,M,HS Diploma,Self-Employed,54390
I00173148,H0035320,78,F,Some College,Unemployed,334642
I00173149,H0060214,66,M,HS Diploma,Employed,326891
I00173150,H0007148,1,M,Less than HS,Retired,446909
I00173151,H0026983,34,M,Less than HS,Employed,169493
I00173152,H0066242,37,M,Less than HS,Retired,465221
I00173153,H0052559,68,F,Doctorate,Retired,333222
I00173154,H0068918,49,F,Masters,Employed,348905
I00173155,H0084904,66,M,Bachelors,Student,474269
I00173156,H0025199,32,F,HS Diploma,Retired,251110
I00173157,H0069243,4,M,Doctorate,Unemployed,145872
I00173158,H0032693,54,M,Doctorate,Employed,379249
I00173159,H0001036,46,F,Doctorate,Student,244874
I00173160,H0000256,0,F,Doctorate,Student,5342
I00173161,H0076793,20,F,Masters,Retired,40181
I00173162,H0019178,4,F,HS Diploma,Employed,463260
I00173163,H0002858,52,M,Bachelors,Employed,154972
I00173164,H0095166,5,F,HS Diploma,Employed,169610
I00173165,H0007824,23,M,Less than HS,Employed,124547
I00173166,H0091825,92,M,Some College,Unemployed,83470
I00173167,H0000429,55,M,Masters,Unemployed,371207
I00173168,H0071828,72,M,Some College,Student,408111
I00173169,H0038657,26,F,Doctorate,Unemployed,63026
I00173170,H0048827,23,M,Some College,Student,454285
I00173171,H0085372,77,F,Bachelors,Student,280779
I00173172,H0056980,65,F,Masters,Student,119864
I00173173,H0018603,23,F,Doctorate,Student,86244
I00173174,H0013338,95,M,Some College,Retired,271889
I00173175,H0075795,17,M,Less than HS,Unemployed,237821
I00173176,H0051193,71,F,Doctorate,Self-Employed,334096
I00173177,H0010550,97,M,Some College,Self-Employed,288940
I00173178,H0013361,8,F,HS Diploma,Unemployed,168913
I00173179,H0044560,79,F,Some College,Retired,200355
I00173180,H0041167,66,F,Less than HS,Student,423365
I00173181,H0053686,66,M,Bachelors,Self-Employed,421007
I00173182,H0049024,95,M,HS Diploma,Self-Employed,402248
I00173183,H0035305,94,M,Less than HS,Self-Employed,477971
I00173184,H0012413,19,M,Less than HS,Unemployed,419300
I00173185,H0016159,0,M,HS Diploma,Self-Employed,425914
I00173186,H0050496,53,M,Masters,Employed,431888
I00173187,H0053187,49,F,Doctorate,Self-Employed,421494
I00173188,H0027272,18,F,Some College,Employed,450045
I00173189,H0098248,35,F,Doctorate,Employed,215060
I00173190,H0017240,9,M,Doctorate,Retired,43528
I00173191,H0041693,64,M,Bachelors,Self-Employed,484272
I00173192,H0047988,51,M,Doctorate,Unemployed,49836
I00173193,H0075411,100,F,Doctorate,Self-Employed,382717
I00173194,H0052680,74,F,HS Diploma,Employed,313017
I00173195,H0038384,39,F,Some College,Student,434101
I00173196,H0081888,66,F,Doctorate,Retired,107996
I00173197,H0001202,11,F,Some College,Self-Employed,87531
I00173198,H0063238,2,F,Bachelors,Student,142617
I00173199,H0084964,82,F,Some College,Self-Employed,450165
I00173200,H0057168,14,M,Bachelors,Unemployed,380528
I00173201,H0059463,21,F,Doctorate,Self-Employed,192786
I00173202,H0030091,51,M,Masters,Employed,483371
I00173203,H0057885,21,M,Less than HS,Unemployed,427800
I00173204,H0018220,94,F,Doctorate,Employed,251195
I00173205,H0017094,57,M,Less than HS,Retired,331297
I00173206,H0055015,97,F,Doctorate,Employed,310082
I00173207,H0040093,77,F,Doctorate,Unemployed,497152
I00173208,H0033217,97,F,HS Diploma,Student,249188
I00173209,H0034440,94,F,Some College,Employed,75402
I00173210,H0095095,30,F,Bachelors,Employed,158237
I00173211,H0008207,45,M,Doctorate,Unemployed,82519
I00173212,H0046200,67,M,Less than HS,Self-Employed,381206
I00173213,H0056301,41,F,Less than HS,Employed,383125
I00173214,H0007223,71,M,HS Diploma,Retired,373996
I00173215,H0039778,83,M,Doctorate,Self-Employed,236034
I00173216,H0054522,6,M,HS Diploma,Student,472913
I00173217,H0099436,73,F,Masters,Retired,172618
I00173218,H0031187,79,M,Some College,Self-Employed,297110
I00173219,H0000920,41,M,Doctorate,Student,220972
I00173220,H0006661,20,F,HS Diploma,Unemployed,398559
I00173221,H0047468,74,F,Masters,Employed,254741
I00173222,H0097647,28,M,HS Diploma,Student,34713
I00173223,H0065955,84,F,Less than HS,Student,162275
I00173224,H0097385,50,F,Less than HS,Unemployed,25410
I00173225,H0009613,47,F,Bachelors,Unemployed,302053
I00173226,H0053147,47,F,Some College,Student,328576
I00173227,H0011774,27,M,Doctorate,Self-Employed,222985
I00173228,H0059590,46,F,Doctorate,Unemployed,137104
I00173229,H0056741,62,M,Less than HS,Student,13744
I00173230,H0052124,47,M,Some College,Student,383310
I00173231,H0065993,31,M,Bachelors,Unemployed,99202
I00173232,H0040018,13,F,Some College,Self-Employed,379728
I00173233,H0051440,57,M,Bachelors,Self-Employed,347828
I00173234,H0097677,22,M,Doctorate,Self-Employed,350096
I00173235,H0043004,72,F,Masters,Retired,35113
I00173236,H0032598,94,F,Bachelors,Self-Employed,68874
I00173237,H0079721,31,F,Less than HS,Self-Employed,2390
I00173238,H0047403,65,M,HS Diploma,Unemployed,446601
I00173239,H0071136,76,F,Some College,Employed,267592
I00173240,H0077162,4,M,Doctorate,Student,457712
I00173241,H0087237,99,M,Bachelors,Employed,230426
I00173242,H0091484,27,F,Some College,Self-Employed,62863
I00173243,H0072691,60,F,Less than HS,Student,498802
I00173244,H0086977,63,M,HS Diploma,Unemployed,136067
I00173245,H0096504,66,M,Bachelors,Self-Employed,323764
I00173246,H0045094,26,F,Less than HS,Retired,338729
I00173247,H0012759,52,M,Bachelors,Self-Employed,99843
I00173248,H0048859,78,F,Masters,Retired,349292
I00173249,H0012343,13,M,Less than HS,Student,224707
I00173250,H0055540,24,M,Doctorate,Unemployed,302604
I00173251,H0007994,5,M,HS Diploma,Unemployed,451506
I00173252,H0051469,38,M,HS Diploma,Unemployed,184005
I00173253,H0082419,81,F,Bachelors,Employed,442607
I00173254,H0081403,10,M,Masters,Self-Employed,2076
I00173255,H0040507,34,M,Bachelors,Employed,111094
I00173256,H0044244,28,M,Some College,Self-Employed,184717
I00173257,H0044589,22,M,Doctorate,Self-Employed,343083
I00173258,H0094349,63,M,Less than HS,Unemployed,387011
I00173259,H0084140,84,F,Doctorate,Retired,447790
I00173260,H0021341,36,F,Bachelors,Self-Employed,328476
I00173261,H0003357,90,F,Less than HS,Self-Employed,392017
I00173262,H0005085,32,F,Doctorate,Self-Employed,451402
I00173263,H0082100,13,F,Bachelors,Retired,439886
I00173264,H0097164,51,M,Bachelors,Retired,194862
I00173265,H0004507,11,F,HS Diploma,Student,127016
I00173266,H0001550,3,F,Masters,Unemployed,402208
I00173267,H0018196,61,M,HS Diploma,Self-Employed,207390
I00173268,H0091049,82,M,Less than HS,Student,353229
I00173269,H0046764,31,M,Masters,Retired,484922
I00173270,H0027807,3,M,Doctorate,Employed,345077
I00173271,H0020497,60,M,Masters,Self-Employed,196697
I00173272,H0084910,88,F,HS Diploma,Retired,301144
I00173273,H0063866,9,M,HS Diploma,Unemployed,417885
I00173274,H0061530,16,F,HS Diploma,Self-Employed,386403
I00173275,H0078669,33,M,Less than HS,Self-Employed,189190
I00173276,H0077280,76,M,Masters,Self-Employed,334194
I00173277,H0018111,40,M,Bachelors,Unemployed,277731
I00173278,H0092131,45,M,Masters,Self-Employed,409375
I00173279,H0075803,88,F,Some College,Employed,97890
I00173280,H0048595,92,M,Doctorate,Retired,334047
I00173281,H0064494,0,F,Masters,Unemployed,453009
I00173282,H0028842,5,M,HS Diploma,Self-Employed,142458
I00173283,H0089587,45,M,Doctorate,Student,199682
I00173284,H0007215,82,F,Doctorate,Unemployed,322520
I00173285,H0064208,96,F,Some College,Retired,76387
I00173286,H0080484,38,F,Some College,Retired,437725
I00173287,H0022322,99,M,Masters,Employed,229782
I00173288,H0026097,29,M,Doctorate,Student,373183
I00173289,H0057719,74,M,Some College,Self-Employed,170450
I00173290,H0025483,71,M,Some College,Retired,81822
I00173291,H0056665,59,M,Bachelors,Retired,135948
I00173292,H0048516,12,F,Masters,Unemployed,161662
I00173293,H0040968,37,F,Bachelors,Unemployed,177599
I00173294,H0009532,66,F,Some College,Student,119859
I00173295,H0003797,40,M,HS Diploma,Self-Employed,324552
I00173296,H0079384,10,F,Less than HS,Self-Employed,343353
I00173297,H0061662,73,M,Doctorate,Retired,373419
I00173298,H0042741,33,M,Doctorate,Unemployed,390732
I00173299,H0077219,65,F,HS Diploma,Unemployed,143966
I00173300,H0039093,77,M,Masters,Student,16583
I00173301,H0047124,92,F,Masters,Unemployed,153066
I00173302,H0046421,43,F,Doctorate,Self-Employed,163241
I00173303,H0060800,60,F,Some College,Employed,22846
I00173304,H0021998,42,F,Less than HS,Employed,27048
I00173305,H0021773,89,M,Doctorate,Student,325985
I00173306,H0001691,73,F,Some College,Employed,105105
I00173307,H0087689,34,F,Bachelors,Self-Employed,242168
I00173308,H0029457,70,F,Masters,Retired,171654
I00173309,H0032151,7,F,Less than HS,Retired,472398
I00173310,H0028806,20,F,Doctorate,Student,426320
I00173311,H0046293,21,M,Less than HS,Unemployed,312609
I00173312,H0000376,74,F,Masters,Unemployed,182146
I00173313,H0063584,25,F,Bachelors,Retired,486947
I00173314,H0018133,55,M,Some College,Retired,34007
I00173315,H0057054,28,F,Bachelors,Self-Employed,290834
I00173316,H0065542,43,M,Less than HS,Retired,129267
I00173317,H0070906,81,M,Masters,Self-Employed,455153
I00173318,H0014449,82,M,HS Diploma,Retired,180300
I00173319,H0083291,32,F,HS Diploma,Employed,21343
I00173320,H0094405,29,F,Doctorate,Employed,246720
I00173321,H0054631,56,F,Less than HS,Employed,36755
I00173322,H0018934,79,F,Less than HS,Employed,35296
I00173323,H0055625,67,F,Bachelors,Student,382591
I00173324,H0023733,72,F,Masters,Retired,356145
I00173325,H0007188,53,F,Bachelors,Unemployed,204958
I00173326,H0076259,34,F,Bachelors,Student,63580
I00173327,H0029074,26,M,Less than HS,Self-Employed,371495
I00173328,H0044807,39,F,Doctorate,Student,131754
I00173329,H0024236,86,F,Some College,Unemployed,387369
I00173330,H0031775,66,M,Less than HS,Retired,476885
I00173331,H0062568,53,M,Less than HS,Employed,211825
I00173332,H0081606,2,M,Some College,Self-Employed,76794
I00173333,H0041578,22,F,Doctorate,Self-Employed,161990
I00173334,H0097528,91,M,Doctorate,Unemployed,346703
I00173335,H0060352,76,F,HS Diploma,Student,30904
I00173336,H0059286,66,F,Some College,Self-Employed,2312
I00173337,H0016851,39,F,Masters,Retired,185783
I00173338,H0085424,11,F,Less than HS,Employed,407012
I00173339,H0043451,58,F,HS Diploma,Employed,362812
I00173340,H0065968,96,M,Bachelors,Unemployed,320343
I00173341,H0059780,51,M,Doctorate,Student,421806
I00173342,H0018523,27,F,Bachelors,Unemployed,14886
I00173343,H0044214,11,F,Bachelors,Retired,430909
I00173344,H0072586,89,M,Some College,Retired,225894
I00173345,H0064877,88,F,Doctorate,Self-Employed,444361
I00173346,H0006054,44,F,HS Diploma,Retired,399438
I00173347,H0087730,97,F,Masters,Unemployed,91111
I00173348,H0017671,36,F,Doctorate,Unemployed,107499
I00173349,H0054645,89,F,Less than HS,Student,242869
I00173350,H0081378,80,M,Some College,Unemployed,41976
I00173351,H0046130,42,F,Masters,Unemployed,286064
I00173352,H0042152,42,M,Some College,Unemployed,429469
I00173353,H0038050,52,F,Doctorate,Student,400298
I00173354,H0072113,86,F,Less than HS,Employed,461839
I00173355,H0077993,24,M,Bachelors,Employed,91780
I00173356,H0039265,65,F,HS Diploma,Retired,9738
I00173357,H0028691,95,F,Masters,Unemployed,42581
I00173358,H0056762,2,M,Doctorate,Unemployed,232220
I00173359,H0031162,22,M,Less than HS,Retired,492090
I00173360,H0003571,86,F,Less than HS,Retired,484892
I00173361,H0058179,6,F,Bachelors,Unemployed,164253
I00173362,H0045426,29,M,Some College,Student,30421
I00173363,H0049692,84,F,Doctorate,Retired,19968
I00173364,H0001586,0,F,Less than HS,Student,218479
I00173365,H0035168,73,M,Doctorate,Self-Employed,451003
I00173366,H0037180,26,F,Less than HS,Student,37036
I00173367,H0053121,53,M,Doctorate,Self-Employed,51827
I00173368,H0041867,0,F,Less than HS,Self-Employed,347356
I00173369,H0037859,56,F,Some College,Self-Employed,252561
I00173370,H0001726,65,F,Bachelors,Retired,469245
I00173371,H0050528,54,M,Bachelors,Retired,31390
I00173372,H0035412,8,F,Some College,Employed,488886
I00173373,H0034602,3,F,Less than HS,Student,227135
I00173374,H0025438,95,F,HS Diploma,Student,23606
I00173375,H0070943,62,M,Bachelors,Unemployed,488539
I00173376,H0055691,8,F,Doctorate,Self-Employed,473738
I00173377,H0091052,62,M,Masters,Retired,244544
I00173378,H0090583,96,M,Some College,Retired,26465
I00173379,H0096385,34,M,Some College,Self-Employed,238756
I00173380,H0062539,37,F,Less than HS,Student,99091
I00173381,H0013309,54,F,Some College,Self-Employed,111241
I00173382,H0090078,98,M,Bachelors,Retired,77667
I00173383,H0002259,20,M,Doctorate,Retired,409695
I00173384,H0058175,84,F,Some College,Retired,441779
I00173385,H0008966,0,M,Masters,Employed,237744
I00173386,H0046561,25,F,HS Diploma,Employed,257620
I00173387,H0059743,100,M,Some College,Retired,226695
I00173388,H0059754,32,F,Bachelors,Self-Employed,236237
I00173389,H0098927,82,F,Some College,Employed,25992
I00173390,H0066684,65,M,Less than HS,Student,257631
I00173391,H0020143,47,M,Less than HS,Self-Employed,252844
I00173392,H0085657,0,F,Doctorate,Self-Employed,54746
I00173393,H0051039,67,F,Bachelors,Retired,128119
I00173394,H0091284,86,F,Bachelors,Retired,499509
I00173395,H0035927,57,F,Some College,Student,231734
I00173396,H0029574,90,M,HS Diploma,Employed,82019
I00173397,H0056706,53,F,Doctorate,Unemployed,445471
I00173398,H0053808,68,F,Less than HS,Unemployed,42702
I00173399,H0089796,39,M,Some College,Self-Employed,454017
I00173400,H0064969,43,F,Some College,Retired,408393
I00173401,H0063144,16,F,Masters,Employed,211554
I00173402,H0071270,85,M,Some College,Employed,28372
I00173403,H0016978,34,M,Masters,Student,370982
I00173404,H0053084,52,F,Doctorate,Employed,144349
I00173405,H0004146,41,M,Masters,Unemployed,237659
I00173406,H0079793,65,F,Bachelors,Self-Employed,12040
I00173407,H0008506,13,F,HS Diploma,Employed,68315
I00173408,H0037889,1,F,Doctorate,Self-Employed,445308
I00173409,H0001060,80,M,Less than HS,Student,462008
I00173410,H0046921,81,M,Bachelors,Employed,244815
I00173411,H0037753,10,F,HS Diploma,Employed,240046
I00173412,H0054907,5,M,Masters,Retired,169027
I00173413,H0040442,11,F,Masters,Employed,229077
I00173414,H0004815,61,F,Less than HS,Employed,240355
I00173415,H0041437,34,M,Bachelors,Retired,133376
I00173416,H0036962,30,M,Some College,Self-Employed,96113
I00173417,H0025674,49,M,Doctorate,Unemployed,436516
I00173418,H0069957,31,F,HS Diploma,Self-Employed,371094
I00173419,H0025554,12,M,Masters,Employed,92378
I00173420,H0034156,95,M,Masters,Employed,411684
I00173421,H0077459,6,M,Bachelors,Self-Employed,122468
I00173422,H0084829,55,M,Masters,Self-Employed,83624
I00173423,H0063944,64,M,Bachelors,Self-Employed,252127
I00173424,H0059721,90,M,Masters,Unemployed,408506
I00173425,H0031732,87,M,Some College,Retired,120583
I00173426,H0065075,89,F,Bachelors,Retired,492702
I00173427,H0065294,17,M,Doctorate,Self-Employed,161766
I00173428,H0022632,24,F,Less than HS,Employed,397437
I00173429,H0060366,63,M,Doctorate,Retired,228522
I00173430,H0047011,3,F,Bachelors,Unemployed,160011
I00173431,H0092916,97,F,Less than HS,Student,261459
I00173432,H0066629,70,M,Masters,Self-Employed,446211
I00173433,H0086522,6,F,Masters,Self-Employed,257220
I00173434,H0067722,58,F,HS Diploma,Self-Employed,81536
I00173435,H0081971,80,M,Bachelors,Employed,146756
I00173436,H0043243,63,F,Bachelors,Unemployed,175058
I00173437,H0043899,58,M,Some College,Self-Employed,110964
I00173438,H0096931,55,M,Some College,Self-Employed,417527
